Uniprot	Genename
A0A1S3S1C0	LOC106606496
A0A1S3NYE4	LOC106582147
A0A060WJE5	GSONMT00002188001
A0A1S3QV60	LOC106597294
A0A060VVI7	GSONMT00078677001
A0A060X302	GSONMT00046542001
A0A060WG60	htatip2
A0A1S3PXF3	cars
A0A1S3M0N8	scp2
A0A060ZC99	GSONMT00008350001
A0A1S3LS53	LOC106568185
A0A060XXR7	GSONMT00018032001
A0A060WQ10	GSONMT00061657001
A0A060XGV2	GSONMT00048475001
A0A060XIL5	LOC110535359
A0A1S3LX74	LOC106568911
A0A1S3RX71	xdh
C0H9B8	ECHB
Q9W6K6	hsp90
A0A060W361	GSONMT00065296001
A0A060WUC6	LOC110486548
A0A060XTB6	GSONMT00041940001
A0A060YU78	GSONMT00039640001
B5X8P9	AB14B
A0A1S3S0V0	LOC106606250
A0A060YQZ7	GSONMT00054912001
B9EPE7	SH3L1
A0A060X0W8	GSONMT00016841001
C0HA78	SPS1
A0A060W3R2	GSONMT00065816001
A0A1S3QZ62	LOC106598901
A0A1S3T5K0	LOC106613784
A0A060WA95	GSONMT00065314001
A0A1S3Q8P9	LOC106590178
A0A1S3KI08	LOC106560239
A0A060Y8T4	GSONMT00036625001
A0A060XKX1	GSONMT00032492001
A0A060VVL8	GSONMT00078597001
A0A1S3MXP5	LOC106575725
A0A060W6W0	GSONMT00081520001
A0A1S3P591	themis2
A0A060WVU9	cbr1
A0A1S3SDB6	ndufs2
A0A060WNL8	capn4
A0A060XQS3	LOC110508375
A0A060XHL8	GSONMT00035419001
A0A1S3MIN7	LOC106572992
A0A060XGE5	GSONMT00021685001
A0A060XAF0	GSONMT00063051001
A0A060XTC0	GSONMT00041949001
A0A1S3S3S7	LOC106607014
A0A060YMR7	GSONMT00063747001
A0A060WAH5	GSONMT00065462001
A0A060X3P8	GSONMT00028283001
C1BFU6	VATL
A0A060WCC9	GSONMT00068009001
B5X2D0	CSK2B
A0A1S3NAJ7	LOC106578170
A0A1S3KK24	LOC106560589
A0A060W3R5	GSONMT00080779001
A0A060XEZ7	GSONMT00012069001
B5XEG8	NACA
A0A060X7J4	LOC110528245
A0A1S3L8S2	LOC106564904
A0A1S3L8G8	LOC106564841
A0A061ACJ3	GSONMT00035047001
B5DGW2	rl37a
A0A1S3N0J0	LOC106576382
A0A060W6Y5	LOC110503623
A0A1S3PW89	LOC106587533
A0A060YE09	GSONMT00048860001
B5X7M9	PHP14
A0A060XDP7	GSONMT00022085001
A0A060W618	GSONMT00067277001
A0A060XR98	GSONMT00033818001
A0A1S3MUK6	LOC106574863
B5X3G4	RBBP7
A0A1S3MDA0	LOC106572011
A0A060WVE9	GSONMT00007325001
A0A060XFK6	GSONMT00014454001
B5X300	FBRL
A0A060WE54	LOC110538112
A0A1S3M0T0	LOC106569576
A0A1S3MIE4	LOC106572922
A0A1S3LD17	pfdn5
A0A1S3PN86	LOC106586417
A0A1S3P4T7	LOC106583193
A0A060WAS4	GSONMT00066921001
A0A060YTK9	GSONMT00044042001
A0A1S3Q4G5	fuca1
A0A060X809	GSONMT00011754001
A0A1S3L5J3	tecr
A0A060X3M3	GSONMT00029798001
A0A060VS03	GSONMT00073889001
B5X5W8	CDC37
A0A060YJQ0	GSONMT00026012001
A0A1S3SEB3	LOC106608949
A0A060VZM0	ADPRH
A0A060X8A2	GSONMT00022220001
B9EPR5	UCHL3
A0A060VZD3	SLC25A34
Q6UFZ7	LOC100136194
A0A1S3P8F1	flnb
A0A1S3Q4A0	LOC106589387
C1BFV1	MGST3
A0A060WQA0	LOC110491431
A0A1S3RU53	LOC106604840
A0A1S3M923	ezr
A0A060XHN5	GSONMT00053924001
B5DGD4	rpl19
A0A060W3G8	GSONMT00065950001
A0A1S3NBG8	LOC106578388
A0A1S3LFL9	LOC106566041
A0A1S3KR74	LOC106561547
A0A060X7G6	LOC110489317
A0A060W8K9	GSONMT00065468001
A0A1S3M3X4	mrpl9
A0A1S3L572	LOC106564391
A0A060WC24	LOC110525808
B9EMN2	NDUB3
A0A1S3QMM5	LOC106594147
B5DGF3	atp5h
A0A060W7I5	GSONMT00064676001
A0A1S3REU4	LOC106602526
A0A060WND2	GSONMT00037171001
A0A060YTX0	GSONMT00015173001
A0A1S3SJ25	LOC106609846
A0A060Z0D3	GSONMT00003134001
B5X0Z8	SYFB
A0A1S3M5W7	LOC106570631
A0A1S3SFR7	LOC106609192
A0A060WX43	GSONMT00001777001
A0A060YM51	GSONMT00000536001
A0A1S3MXL7	atp8b2
Q9PT11	LOC100135795
A0A1S3LKJ9	LOC106567057
A0A1S3KSQ5	gnmt
A0A1S3Q477	a1cf
A0A060W3I2	GSONMT00080507001
A0A060X5P3	GSONMT00015988001
A0A060Z8W6	GSONMT00008534001
A0A1S3SKV9	LOC106610255
A0A060YIR9	GSONMT00036592001
B5XG47	ESTD
A0A060WKP3	GSONMT00034317001
A0A060W8Q2	LOC110523825
B5XB55	SPCS3
A0A1S3S0U6	LOC106606244
A0A060XL93	GSONMT00017387001
B5XG15	PSA2
A0A060WHW2	LOC110516029
A0A1S3NKR2	LOC106579996
A0A1S3PQY4	LOC106586886
B5X4J9	RL7L
A0A1S3T662	LOC106613885
A0A1S3QJY5	LOC106593279
A0A060YQV5	GSONMT00063851001
A0A060X931	GSONMT00010163001
A0A1S3N930	LOC106577959
A0A060VV61	GSONMT00077769001
A0A1S3M777	LOC106570814
A0A060XG65	LOC110499432
A0A1S3QLI1	LOC106593762
A0A060Y721	GSONMT00052674001
A0A060XYG1	LOC110532278
A0A060Z498	GSONMT00010725001
A0A1S3PWS4	LOC106587985
A0A1S3PSN5	LOC106587139
A0A060WUA4	LOC110495012
Q9PT14	CBLNL
A0A060Y6J3	GSONMT00022964001
A0A060YI45	GSONMT00046259001
A0A1S3N1G1	LOC106576598
A0A060XVP9	GSONMT00048643001
A0A060WAF7	GSONMT00070305001
A0A1S3M121	LOC106569800
A0A060XAD6	LOC110532103
A0A060YGW4	GSONMT00046460001
B5XGF5	CTRL
C0KIP8	LOC100301669
A0A060XF21	GSONMT00063441001
A0A060WD01	GSONMT00067189001
C1BGB6	PSME1
A0A060Z4Y0	GSONMT00027105001
A0A1S3P8C0	gmppb
B5XFJ3	S10I
A0A060W6R7	GSONMT00068233001
A0A1S3M660	LOC106570608
B5X5H6	ATOX1
A0A060ZXA1	GSONMT00042888001
A0A1S3QFA7	LOC106591899
C0H911	PCY2
A0A060W1V1	GSONMT00078107001
A0A060WTA5	GSONMT00062185001
B5DGK2	eif3m
B5DFW3	rps29
A0A060X7I7	GSONMT00046303001
Q6SES0	fadsd6
B5X4W3	HM13
A0A060XNY4	GSONMT00027490001
B5X317	BAP31
A0A1S3PYU1	LOC106588426
C1BGE9	PEBP1
A0A1S3PHY6	LOC106585387
A0A060WU72	GSONMT00034940001
B5XE87	SC61B
A0A1S3SJG5	LOC106609944
A0A1S3R551	LOC106600432
B5X224	FUBP3
A0A060XDX0	pgls
A0A1S3SIT3	LOC106609768
A0A060XCR6	GSONMT00056798001
B5XDQ7	HSBP1
A0A1S3SXA6	if4h
A0A060YPS0	GSONMT00034838001
A0A060VY25	LOC110505646
A0A060XKX2	GSONMT00009495001
B5X385	TRA2B
A0A060Z8P8	GSONMT00011389001
A0A1S3RFQ6	l2hgdh
A0A060YT52	GSONMT00024731001
C0H8X4	PTBP1
A0A1S3LTJ8	LOC106568248
B5X8W7	RL17
A0A060VYG2	GSONMT00080539001
A0A1S3PD35	LOC106584586
B5DG18	hmgb1
A0A061A2A1	GSONMT00060349001
A0A060VZD6	LOC110494980
A0A060WHH3	GSONMT00071782001
A0A060WT62	GSONMT00034367001
A0A060ZPR8	GSONMT00036036001
A0A060WGU9	LOC110497953
A0A060VUQ0	LOC110534260
A0A060XMG3	GSONMT00030087001
B9EPY4	CRIP1
A0A1S3SS37	LOC106611464
A0A060W655	GSONMT00067686001
A0A1S3MJQ4	nup160
B5X5V2	NDUA1
B9EPF8	PRS6B
A0A060YNU5	GSONMT00028043001
A0A060Z6Q2	GSONMT00027606001
A0A1S3L4U2	LOC106564086
A0A1S3RDD3	LOC106601960
A0A1S3L304	tmem135
A0A060YK87	GSONMT00039428001
A0A060XXX4	LOC110532595
A0A060Y6U5	GSONMT00017320001
A0A1S3NC39	LOC106578560
A0A060WC01	GSONMT00071788001
B5X704	AGR3
B5DGV7	LOC106612153
A0SEG1	LOC100136478
A0A060YD83	GSONMT00055741001
A0A1S3L8C6	LOC106564822
A0A1S3NQZ6	LOC106580779
A0A060YE44	GSONMT00038533001
A0A060XEG1	LOC100136612
A0A1S3L2K8	LOC106563597
A0A060YN24	GSONMT00047900001
A0A060Y8J3	GSONMT00048767001
A0A060VTG3	LOC110508649
A0A060YHW7	GSONMT00029009001
A0A1S3NR61	LOC106580802
A0A1S3MJH4	LOC106572957
A0A060X5J9	LOC110504917
A0A1S3S330	cor1a
A0A060VX25	GSONMT00079644001
A0A060XQH4	GSONMT00049150001
A0A1S3ML31	LOC106573224
A0A060WFF1	GSONMT00074235001
A0A060Y6Z2	GSONMT00002538001
A0A060XYE0	NAMPT
A0A060YMS8	GSONMT00054915001
A0A1S3T527	LOC106613692
A0A1S3MD55	LOC106571940
A0A1S3MIZ4	LOC106572971
A0A060Y751	LOC110504508
A0A1S3SLY7	LOC106610489
A0A1S3RDE3	LOC106601877
B5DGK3	COX5B
A0A060WRM6	LOC110488749
A0A060X992	GSONMT00022453001
A0A1S3ST45	LOC106611628
A0A060X6N6	GSONMT00058499001
A0A1S3QHI0	LOC106592647
A0A1S3SAI7	LOC106608136
A0A060W402	SPATS2
A0A060Y6S9	GSONMT00036388001
A0A060Z705	GSONMT00016485001
A0A1S3LFK6	LOC100380643
A0A1S3PIM9	ostf1
A0A060Y8W6	LOC110489172
A0A1S3RLL0	LOC106603713
C1BEK3	YEE9
C1BFJ3	SUMO3
B5XDN4	NTF2
B5X9N9	RAE1L
A0A060Y707	GSONMT00038157001
A0A060WVG6	GSONMT00044236001
A0A1S3PDD7	LOC106584654
A0A060XP26	GSONMT00057414001
A0A1S3LEV1	LOC100380672
A0A1S3QM54	LOC106593617
A0A060WR30	GSONMT00027254001
B5XAX0	TPD54
A0A060YDT4	GSONMT00059526001
A0A1S3LB80	gnai2
A0A060WXP3	GSONMT00023603001
A0A060X190	GSONMT00035467001
A0A060YLD3	LOC110504840
A0A060XRB2	GSONMT00004379001
A0A060YLK0	GSONMT00033673001
A0A060ZIL6	GSONMT00012149001
A0A1S3LVB5	katnal2
B5X348	IREB1
A0A1S3QHW9	LOC106592569
A0A060YW39	GSONMT00000724001
A0A1S3RD28	LOC106602265
A0A1S3QF54	LOC106591778
A0A1S3SWG0	LOC100380717
A0A060Z7S4	GSONMT00010305001
A0A060XZJ5	GSONMT00037315001
A0A1S3R5A2	LOC106600594
A0A1S3RJY0	LOC106603417
A0A1S3SL84	aimp1
A0A1S3QVM0	LOC106596732
A0A060VW47	GSONMT00079391001
A0A1S3SII5	idh3a
A0A060XA08	GSONMT00047658001
A0A060X467	LOC110524574
A0A060Z0Z3	GSONMT00059612001
A0A060VWP8	GSONMT00071610001
C1BIG4	FKBP2
A0A060WTF3	GSONMT00008141001
W5S0H9	LOC110488823
A0A060XQK1	pm20d1
A0A1S3RTU9	LOC106604729
B5XEH4	TXD17
A0A1S3SWU6	LOC106612300
A0A060YVW2	GSONMT00061040001
A0A1S3QU01	dnajb4
A0A1S3PES8	LOC106584996
A0A1S3L3W8	spg20
A0A060XIZ4	GSONMT00058076001
A0A060Z3H5	GSONMT00003314001
A0A060XXR5	GSONMT00018022001
A0A060Y531	GSONMT00049197001
A0A060YD61	GSONMT00000546001
A0A1S3N0W7	LOC106576424
A0A060XGY4	GSONMT00032805001
A0A1S3R1A2	LOC106599430
A0A1S3M8R8	lmnb1
A0A060Z878	GSONMT00044173001
A0A1S3SM37	LOC106610526
C0HAG9	AT233
A0A1S3NET1	cbx1
A0A060YSC1	GSONMT00043532001
B9EM75	CNBP
B5X5D9	TYBA
A0A060WBE3	GSONMT00071688001
A0A060X4G6	ranbp1
A0A060XSU3	LOC110496454
A0A1S3P701	LOC106583545
A0A1S3QT96	LOC106596517
C0HAL2	EF1A2
A0A1S3N077	LOC106576273
A0A1S3M132	LOC106569697
A0A1S3L396	LOC106563994
A0A060W5D0	LOC110505134
B5X118	CNDP1
A0A1S3N4F6	u2af2
A0A060Y4G4	GSONMT00046792001
A0A060W6U2	GSONMT00068278001
A0A060W7T9	GSONMT00064821001
A0A1S3S257	LOC106606672
A0A060WE89	GSONMT00072989001
A0A060YAY3	GSONMT00006192001
A0A060XN19	GSONMT00000420001
A0A1S3LQ61	LOC106567791
B5XDR9	TMED7
A0A060Y268	GSONMT00011103001
A0A060W2H2	GSONMT00064845001
A0A060X772	GSONMT00040665001
A0A060XV71	GSONMT00008238001
B5XF83	TMM33
A0A060WEU3	GSONMT00074087001
B5DGW7	LOC106581950
A0A1S3SX14	arl3
B5DGY6	RS5
A0A1S3R169	LOC106598959
A0A060W046	GSONMT00081878001
A0A060XHG7	LOC110509488
A0A060XPG0	GSONMT00054590001
E2JDK6	COII
A0A060WE92	GSONMT00073598001
B5XA03	RS28
A0A060WHH1	GSONMT00075751001
A0A060ZHX0	LOC100135995
B5XBL0	SSRD
A0A060WA64	GSONMT00070032001
A0A060XEY9	GSONMT00034806001
A0A060XGA2	LOC110537724
A0A1S3LB89	LOC106565287
A0A060Y0R7	GSONMT00051190001
B5X3K4	4F2
A0A060WYU3	GSONMT00052814001
A0A1S3T4U9	ndufa7
A0A060WDF7	GSONMT00068722001
A0A1S3SKZ2	LOC106610273
A0A1S3MXE8	LOC106575446
A0A1S3MHL2	LOC106572760
C0H8N3	ROA1
A0A1S3QG66	LOC106592181
A0A060XDS8	GSONMT00016326001
A0A060W713	GSONMT00068025001
B5X8C2	PSB1A
A0A060X5D4	LOC110499211
B5DG95	rps24
A0A060WEH6	GSONMT00068128001
C1BIA6	NDUB5
A0A1S3SJF0	LOC106609942
A0A060YDP4	GSONMT00026647001
A0A060YPY6	GSONMT00054302001
B5X2B2	YBX2A
A0A1S3PVX3	LOC106587734
A0A1S3M313	LOC106569982
A9UJZ9	p38a
B5X3S2	RUVB1
A0A060WH46	GSONMT00071463001
A0A060WJT9	GSONMT00073438001
A0A1S3P8E8	pdhb
A0A1S3QHU3	LOC106592791
A0A060YJJ5	GSONMT00060537001
A0A060Y4P2	GSONMT00052668001
A0A060ZAB6	GSONMT00031252001
A0A1S3R9U6	LOC106601173
A0A1S3PR11	LOC106586902
A0A1S3NJG6	LOC106579760
A0A060W539	LOC110492035
C0H9H2	ARP2A
A0A1S3MP72	LOC106574031
A0A1S3QDF2	LOC106591182
Q90WC2	GSONMT00063049001
A0A060YQD8	GSONMT00022667001
A0A060WPE4	LOC110537265
A0A060WFB8	GSONMT00070106001
A0A1S3MDQ0	LOC106572020
A0A060YCD5	GSONMT00060536001
A0A1S3MPI2	LOC106574100
A0A1S3RZF0	LOC106605873
A0A060XXC6	GSONMT00003901001
A0A1S3SMZ9	LOC106610723
A0A1S3PTW1	LOC106587331
A0A1S3NQ06	LOC100136573
A0A1S3SXA5	LOC106612403
B5X3T9	ABHD6
A0A060XF87	GSONMT00060847001
A0A060WKC7	GSONMT00073739001
A0A060YV85	GSONMT00032309001
A0A060Y6S3	GSONMT00023010001
A0A060XN14	GSONMT00047354001
A0A1S3QN46	rbm47
A0A1S3REE4	LOC106602551
C0HBR6	ARC1B
B5XGY1	HCD2
A0A060YF58	GSONMT00008306001
A0A060VXS2	GSONMT00068906001
B5X934	PP2AB
A0A060WME4	GSONMT00073839001
A0A060XJM2	GSONMT00013392001
A0A060XH62	GSONMT00051284001
A0A1S3LNH9	LOC106567579
A0A060Z5H3	GSONMT00000473001
A0A1S3LBN0	LOC106565375
B5X2A3	NTAN1
A0A060WE36	GSONMT00067864001
A0A1S3SMP0	LOC106610676
B5X8N0	CBPA1
B5X431	RAB7A
A0A1S3R6I6	LOC106600492
A0A060WU84	GSONMT00013927001
B9EMX5	HBB
A0A1S3PAY5	LOC106584215
A0A060WDM0	abraxas2
A0A060X082	GSONMT00006422001
B9EN83	PDC10
A0A1S3N606	LOC106577433
A0A1S3R3G4	LOC106600084
A0A060Y5T6	GSONMT00045359001
A0A060XHI9	GSONMT00027096001
A0A060VXX3	GSONMT00075076001
A0A060Z9S5	GSONMT00038201001
A0A060VV75	GSONMT00078685001
A0A1S3LHE1	LOC106566648
A0A060YCZ4	GSONMT00050829001
A0A060VUS6	GSONMT00078153001
A0A1S3KT78	LOC106561923
A0A060YQW2	GSONMT00015548001
A0A060WFI2	GSONMT00073808001
A0A1S3QVK8	LOC106597451
A0A1S3T5V9	LOC106613839
A0A060XPU1	GSONMT00024966001
B5DG88	ppp1cb
A0A1S3QAX5	LOC106590267
A0A1S3SDU3	LOC106608857
A0A1S3S2S9	LOC106606818
A0A060WIG1	LOC110537810
A0A060W3Z9	LOC110503553
A0A060YL26	GSONMT00004220001
A0A1S3LCG4	LOC106565475
C1BGM8	PHP14
A0A1S3SQJ6	LOC106611179
A0A060XZ82	GSONMT00038040001
A0A060YG42	GSONMT00007875001
A0A060VXZ0	LOC100136616
B5X0R0	EHD4
A0A060WE37	GSONMT00072888001
A0A060WNX8	GSONMT00075159001
A0A1S3LH99	LOC106566634
A0A060WMR8	GSONMT00075257001
B5X4H3	MFSD1
A0A060VW28	GSONMT00081440001
A0A060ZP79	GSONMT00040321001
A0A060XKH3	GSONMT00057925001
A0A1S3KW53	scg3
A0A060WG46	GSONMT00074758001
A0A1S3M4N9	ngly1
A0A060WPE6	GSONMT00075450001
A0A061A7F7	GSONMT00021506001
A0A060XVR5	GSONMT00036817001
A0A060YBL5	GSONMT00006593001
A0A060W1W1	GSONMT00064718001
A0A1S3RGT2	LOC106602706
A0A060VT43	GSONMT00076781001
A0A060VVH4	LOC110503658
A0A060XT89	GSONMT00030702001
A0A1S3T6Q7	pfas
A0A1S3RHP1	slc25a35
A0A060WHA7	GSONMT00071690001
A0A060XWI8	GSONMT00002826001
A0A060Z304	GSONMT00026741001
A0A060W3K3	GSONMT00079312001
A0A060WJU7	GSONMT00029051001
A0A060W7A3	GSONMT00068019001
B5X7R0	COMD4
A0A060Y0X3	GSONMT00042540001
A0A1S3RE09	LOC106602151
A0A1S3NYW3	LOC106582180
C0HAP3	SC61A
A0A1S3PDR0	LOC106584732
A0A060WHU4	GSONMT00070507001
A0A1S3RC40	LOC106601611
A0A1S3MX85	LOC100380696
A0A060WAE7	GSONMT00070287001
A0A1S3NMI0	LOC106580291
A0A060WS35	GSONMT00004090001
B5XGT7	CD027
A0A060YN72	LOC110524180
A0A1S3RU03	LOC106604778
B5X6D4	BR44L
A0A1S3KPC6	LOC106561258
C1BGM1	RPB10
A0A060X3D2	brox
C0LJJ0	ALDH3a2
B5XG00	KPCA
A0A1S3QFV1	LOC106592068
B5DG62	lrrc2
A0A060XX58	GSONMT00030909001
A0A060YLN1	GSONMT00059635001
C0HBF4	TYPX
A0A060WVH3	GSONMT00051795001
A0A1S3KS29	LOC106561788
A0A060WRT8	GSONMT00026405001
A0A060YHW2	GSONMT00011729001
A0A1S3LSH4	LOC106568276
A0A060Y3T8	GSONMT00002910001
A0A060YMX6	LOC110527472
A0A060YJ83	GSONMT00045649001
A0A060YG15	GSONMT00023070001
B5X2S1	NARG1
A0A060Y907	GSONMT00018716001
A0A1S3QXE8	LOC106598235
A0A060W0H1	GSONMT00082110001
A0A060YNC8	GSONMT00005926001
A0A060X6L0	GSONMT00013062001
C1BFG0	SF3B5
A0A1S3MIV0	LOC106572945
A0A1S3KTN7	LOC106562013
A0A060Z6E2	GSONMT00037067001
A0A1S3RP73	LOC106603844
A0A060XEH8	GSONMT00015225001
A0A060Y853	GSONMT00018463001
A0A1S3KWT6	LOC106562415
A0A060WHU1	GSONMT00076136001
A0A060YEA2	GSONMT00013516001
B5X2U3	TRI39
A0A060XQQ1	GSONMT00041834001
A0A1S3MN56	LOC106573594
A0A060YIL0	GSONMT00042773001
A0A060XSD0	PPP4C
A0A1S3N3C7	LOC106576946
A0A060WTN8	GSONMT00018155001
A0A1S3S1I4	LOC106606533
A0A060XF42	GSONMT00029907001
A0A1S3LM54	LOC106567395
A0A1S3MM06	LOC106573548
A0A060X0X9	GSONMT00061694001
A0A060VYS9	GSONMT00080865001
A0A060XLD7	sar1a
A0A1S3N2X4	LOC106576661
B5DGD0	nt5c3
A0A1S3RD44	LOC106601810
A0A1S3M3G3	nup188
A0A060ZJV2	GSONMT00028967001
A0A060WTV3	GSONMT00031423001
A0A060Y362	GSONMT00054356001
A0A1S3RGT3	LOC106602942
A0A060VZK2	GSONMT00081494001
A0A060XQG4	GSONMT00028889001
B5X449	PSMG1
A0A060W892	GSONMT00065303001
A0A1S3MEW8	mfn2
A0A1S3L521	LOC106564481
A0A060WA83	GSONMT00070333001
A0A1S3MED5	LOC106572108
B5XBP8	MOL2A
A0A060ZA20	GSONMT00003644001
A0A1S3SBQ2	LOC106608390
A0A1S3MEI6	mtor
A0A060WQK5	GSONMT00062562001
A0A060WNA4	GSONMT00075558001
A0A1S3KL41	LOC106560703
A0A061ACT1	GSONMT00042511001
A0A060YDF1	GSONMT00032997001
A0A1S3KTD2	LOC106561978
A0A1S3NZF2	bag6
A0A060VW50	GSONMT00079124001
A0A1S3MNB4	LOC106573618
A0A060VXH2	GSONMT00080016001
A0A1S3LME3	LOC106567201
A0A1S3SAG7	LOC106608122
A0A1S3NWF4	LOC106581848
A0A060W020	GSONMT00078149001
A0A060W0I1	GSONMT00082017001
A0A060W4X1	GSONMT00066925001
A0A060W2H0	GSONMT00065332001
A0A1S3NN97	LOC106580333
A0A060W430	aarsd1
B3TDC1	Eap30a
A0A060W4W6	pum3
B5X451	NOG1
A0A1S3LRK4	LOC106568005
B5DGC7	arbp
A0A060W7U8	GSONMT00082219001
A0A1S3PVN7	LOC106587426
A0A060WAC0	GSONMT00070412001
B5DGU0	LOC100194645
A0A060WBX5	GSONMT00071750001
A0A060WCC8	GSONMT00071749001
A0A060WE10	GSONMT00067808001
B5XF08	143B1
A0A060WF02	GSONMT00074204001
A0A060WGG2	GSONMT00075270001
A0A060WGL7	GSONMT00074999001
A0A060WGR2	LOC110490189
A0A060WGU8	GSONMT00069783001
A0A1S3KZ07	LOC106563154
A0A060WHI5	GSONMT00070304001
A0A1S3LCN0	LOC106565531
A0A060WI78	GSONMT00076185001
A0A060WK77	GSONMT00072337001
A0A060WKH9	LOC110497514
A0A060WKV9	GSONMT00031189001
A0A060WL02	GSONMT00022420001
A0A060WL83	GSONMT00038961001
A0A1S3MFA2	nudt3
A0A060WM97	GSONMT00045878001
A0A1S3T5Z8	LOC106613855
B5X2B1	RBBP4
A0A060WN13	GSONMT00025774001
A0A060WNB2	LOC110508971
A0A060WQF7	GSONMT00076155001
A0A1S3M7Z7	LOC106571146
A0A1S3RWS8	LOC106605301
A0A060WQS0	LOC110506610
A0A060WRP3	GSONMT00001539001
A0A060WTC7	LOC110492479
A0A060WU17	GSONMT00010699001
C0HA45	AGAL
A0A060WUV6	LOC110531592
A0A1S3NBI5	LOC106578312
A0A1S3QZS5	glmn
A0A060WWU1	GSONMT00008882001
B5XAI8	SNAA
A0A060WZX6	GSONMT00054106001
A0A060YYM1	GSONMT00060249001
A0A060Z706	GSONMT00055368001
A0A060X183	GSONMT00059966001
A0A1S3KML0	ldhd
B5XE19	CAC3
A0A060X3E0	GSONMT00027836001
A0A060X4Y4	GSONMT00048174001
A0A060X5Q1	GSONMT00016006001
B9EL05	S25BP
A0A060Z913	GSONMT00051200001
B5X6L9	RB39B
A0A060XBG6	ssr1
B9EPU7	VPS28
B5X4S9	CLIC4
A0A060YEL3	GSONMT00010748001
A0A060XD64	GSONMT00020449001
A0A1S3NG46	gpam
A0A1S3RGW4	LOC106602952
A0A060XEW1	GSONMT00006334001
B5X7B0	SMD2
A0A060XK07	LOC110520506
A0A060XHE6	GSONMT00005424001
A0A060XHW5	tomm34
A0A060XID4	GSONMT00028888001
A0A060XIU4	GSONMT00027196001
B5XAX9	RT16
A0A1S3QZ70	LOC106598222
A0A060XKA0	PSMD7
B5X1X6	STML2
A0A060XLR7	plgrkt
A0A1S3LGH5	slc35a2
A0A060XP27	GSONMT00015095001
B9ELG2	CNN1
A0A1S3PFM1	LOC106585102
A0A060XSG3	LOC110506730
A0A060XSW0	LOC100136207
A0A060XSW2	GSONMT00053745001
A0A060XTD1	GSONMT00054447001
A0A060XTF5	GSONMT00051192001
A0A1S3T062	LOC106612879
A0A060XV67	GSONMT00059675001
A0A060XVF8	GSONMT00039019001
A0A060XVP0	GSONMT00017085001
A0A060XWF2	GSONMT00015471001
A0A060XZ98	GSONMT00030678001
A0A060Y0U5	GSONMT00030026001
C0H810	RD23B
A0A060Y373	GSONMT00020949001
A0A060Y5X5	GSONMT00001031001
C0H737	PLM
A0A060Y746	GSONMT00052347001
A0A060YAH3	GSONMT00003696001
A0A060YAM6	ppp1r7
A0A060YC58	GSONMT00054300001
A0A060YCE6	GSONMT00020242001
A0A060YD16	GSONMT00030708001
A0A060YEU6	GSONMT00036074001
A0A060YFP5	GSONMT00039539001
A0A060YGH2	GSONMT00056638001
A0A060YH25	GSONMT00042823001
B9EP41	CHMP5
A0A060YK16	GSONMT00024160001
A0A060YK47	GSONMT00006007001
A0A060YKY8	GSONMT00052620001
A0A060YZ03	GSONMT00020837001
A0A060YLX8	GSONMT00018474001
A0A060YMR9	GSONMT00053202001
A0A1S3KQ03	LOC106561363
A0A060YNP8	GSONMT00027457001
A0A060YPM7	GSONMT00048405001
A0A060YPP0	GSONMT00049341001
A0A060YQA9	GSONMT00033908001
A0A060YR09	GSONMT00022007001
A0A1S3SZ91	LOC106612727
A0A060YS98	GSONMT00008298001
A0A060YTV8	GSONMT00052397001
A0A060YVM5	GSONMT00016562001
A0A060Z9Y7	GSONMT00008330001
A0A060YW21	GSONMT00000212001
A0A060YXT2	GSONMT00018752001
A0A060YYT9	GSONMT00029533001
A0A060Z139	GSONMT00008827001
A0A060Z1D8	GSONMT00059998001
A0A060Z1V9	GSONMT00041820001
A0A060Z345	GSONMT00021601001
A0A060Z3X5	GSONMT00055597001
A0A060Z5E4	GSONMT00056991001
A0A060Z5H6	GSONMT00034419001
A0A060Z6N1	GSONMT00022562001
A0A060Z7E3	GSONMT00014706001
A0A060Z7P7	GSONMT00043091001
A0A060Z955	GSONMT00027474001
A0A060Z9T0	GSONMT00016911001
A0A060ZCL4	GSONMT00056122001
A0A060ZHL0	GSONMT00014566001
A0A061A5H9	GSONMT00060642001
A0A061A7E7	GSONMT00033260001
A0A1S3KKX1	LOC106560733
A0A1S3KP87	fkbp4
A0A1S3KQM5	ermp1
A0A1S3KSQ7	LOC106561878
A0A1S3KWY7	LOC106562451
A0A1S3KX00	LOC106562707
A0A1S3KX31	LOC106562755
A0A1S3L1N2	LOC106563632
A0A1S3L216	LOC106563626
A0A1S3L2E1	LOC106563788
A0A1S3L3A7	LOC106564005
A0A1S3L4K7	cssa12h10orf76
A0A1S3L4R1	LOC106564250
A0A1S3L5X9	LOC106564681
A0A1S3L6C5	LOC106564742
A0A1S3L8E0	LOC106565032
A0A1S3L9V8	LOC106565248
A0A1S3LF26	LOC106566202
A0A1S3LF72	LOC106566146
A0A1S3LFE8	LOC106566294
A0A1S3QJX4	LOC106592833
A0A1S3LUR9	LOC106568681
A0A1S3LVQ0	LOC106568787
A0A1S3LVQ7	LOC106568667
A0A1S3M2V8	LOC106570032
A0A1S3Q318	LOC106589123
A0A1S3SAQ1	LOC106608156
A0A1S3MAI7	LOC106571543
A0A1S3MF41	LOC106572163
A0A1S3MGB2	LOC106572453
A0A1S3MNL3	LOC106573875
